captured_date,chart_name,genre,chart_type,rank,track_name,track_id,isrc,artist_name,artist_id,album_name,album_id,release_date,image_url
2026-08-22,日語新歌日榜,japanese,newrelease,68,ハジマリCOLOR,HYgDxgd4zKb7faE5lG,JPZ672600023,aoen,GsBap0HudyFlISjTnT,ハジマリCOLOR,Ok7vDBgaH9M2vomwAe,2026-07-08,"https://i.kfs.io/album/global/295332861,0v2/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,69,怪物,4m3TqUg3f387ojz-kk,JPB602601546,カラノア,On5rXe40e0DkPwAGCx,怪物,4nKXFmK0zvZw3PldAy,2026-07-08,"https://i.kfs.io/album/global/295360004,0v1/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,70,憧憬,1_yFLL7k_TKl4NsaPq,JPU902601435,TrySail,0qHUPeVrPu5utKI4NG,憧憬,__MGY2jE8IHVqEiK7X,2026-07-09,"https://i.kfs.io/album/global/295228416,0v3/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,71,サンダーボルト,5Zz3zjPBsZjzuZskZO,JPU902602437,優里,8lIu5DO-Ee4fTthaNF,サンダーボルト,D__bgnDasaFcO8Ay5e,2026-07-10,"https://i.kfs.io/album/global/295172504,0v2/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,72,餘花 (日劇「請保持名偵探原來的樣子」主題曲),X_mhA3g-xGbE5DWQm7,JPB602601906,平井 大,8mZW8InFFn4evpNRR8,餘花,Krg7no20QPhDAqIrJR,2026-08-01,"https://i.kfs.io/album/global/296315302,0v1/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,73,Mebuki no Uta,SmhYaANp2bwp6uE8Fx,JPV432600460,大原ゆい子,__zwjnCtv1wl3uqb8I,Mebuki no Uta,8qimcArFOgKcubJ8Pa,2026-07-20,"https://i.kfs.io/album/global/295921196,0v1/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,74,Good Time,0nNGX1ssHT59a0W_aR,JP92N2699112,Snow Man,KlS5HsYBd1n-CP_0WF,Good Time,4oAArjtBVgY_b002Db,2026-07-06,"https://i.kfs.io/album/global/295315488,0v1/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,75,"Spring, Summer, Fall, Winter (Japanese Ver.)",GmxqgjDj7q4F4VRDK7,USA2P2643838,WONWOO (원우),SmeDnLl24jjF17TsCV,"Spring, Summer, Fall, Winter",5Yi04ntXsLpPzM6AxB,2026-07-16,"https://i.kfs.io/album/global/296020860,0v2/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,76,未完成,5XB0hgUPELRueYprBS,JPU902600419,BLUE ENCOUNT,SrMrNeDYLFcrlzTi-J,未完成,LaLvlHQMR5Jlltj9-b,2026-07-08,"https://i.kfs.io/album/global/295183775,0v3/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,77,かげろう,CpGvR0CvXVWGvHUvP4,JPR652600149,Vaundy,WnJzCp5yTvH9-d9veg,かげろう,D-SLDBtNdbwdNd8OpA,2026-07-15,"https://i.kfs.io/album/global/295537130,0v3/fit/160x160.jpg"
